year,weight,gender,race1R,hispanic,ethnic1R,age,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2014,4625.15571,1,1,1,4,1,1,1,2,4,1,4,2,2,0,1,4,2,1,1,2,4
2014,3456.13958,1,1,2,1,6,2,7,1,4,2,4,1,1,4,1,3,1,0,0,2,3
2014,3305.99225,1,1,2,1,6,2,88,1,4,2,4,1,2,0,1,3,1,1,2,2,3
2014,3196.19797,2,1,2,1,5,1,6,4,4,1,4,1,3,5,1,4,2,0,0,2,3
2014,3462.18815,1,1,2,1,5,2,88,1,4,2,4,1,2,0,1,4,2,1,2,2,3
2014,3636.46058,2,1,2,1,4,1,1,1,4,2,1,2,2,0,1,1,1,0,0,1,2
2014,3636.46058,2,1,2,1,4,1,1,1,4,2,6,2,2,0,1,1,1,0,0,1,1
2014,3013.86211,2,1,2,1,7,4,7,0,4,2,1,1,1,2,1,3,1,0,0,2,1
2014,2965.13316,2,1,2,1,7,4,88,3,4,1,3,1,2,0,1,2,1,0,0,2,1
2014,3621.09076,2,3,2,3,4,1,6,2,4,1,2,2,1,3,1,3,1,0,0,2,2
2014,3320.92271,1,3,2,3,7,4,3,2,4,1,4,1,2,0,1,4,2,1,2,2,1
2014,31630.901,1,1,2,1,7,4,1,1,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,3163.0901,1,1,2,1,7,4,1,1,4,2,4,1,1,3,1,3,1,0,0,2,3
2014,3693.8208,1,1,2,1,5,1,4,4,4,1,4,2,1,3,1,3,1,0,0,2,3
2014,2652.9188,1,1,1,4,8,4,2,2,4,1,4,2,1,1,1,2,1,0,0,2,3
2014,3161.58344,2,1,2,1,6,2,7,0,4,2,3,1,2,0,1,4,2,0,0,2,1
2014,4498.33022,2,2,2,2,6,1,88,2,2,1,4,1,1,3,1,3,1,0,0,2,1
2014,5238.56148,1,1,2,1,4,1,5,1,4,3,4,2,3,5,1,4,2,0,0,2,3
2014,5238.56148,1,1,2,1,4,1,5,1,4,3,3,2,2,0,1,1,1,0,0,2,3
2014,3783.88166,2,1,2,1,5,1,6,1,2,2,3,1,2,0,1,1,1,1,1,2,1
2014,4167.48668,1,2,2,2,4,1,88,2,3,2,5,1,2,0,1,2,1,1,,2,3
2014,2567.06275,1,1,2,1,7,2,3,0,3,3,4,1,3,5,1,4,2,1,2,2,2
2014,2567.06275,1,1,2,1,7,2,3,0,3,3,3,2,3,5,1,4,2,0,0,2,3
2014,2906.73476,2,1,2,1,6,4,88,0,3,3,4,2,2,0,1,4,2,0,0,2,3
2014,3134.08492,1,1,2,1,7,4,3,1,2,2,2,1,1,2,1,3,1,1,1,2,1
2014,2522.24516,2,3,2,3,7,1,2,1,4,1,1,2,2,0,1,4,2,1,,2,1
2014,3780.19738,2,1,2,1,5,1,6,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,3545.4626,1,1,2,1,2,1,7,1,2,1,3,1,2,0,1,4,2,0,0,2,4
2014,4252.09584,1,1,2,1,5,1,88,1,3,1,5,2,2,0,1,4,2,0,0,2,3
2014,4927.25545,1,1,2,1,5,1,5,1,4,2,4,2,2,0,1,4,2,1,1,2,3
2014,6638.89774,2,1,2,1,4,1,6,1,2,1,3,2,2,0,1,4,2,0,0,2,3
2014,3572.3915,2,2,2,2,2,1,4,2,3,1,4,1,2,0,1,4,2,1,1,2,1
2014,33776.7685,2,1,2,1,6,2,88,0,4,2,3,1,2,0,1,4,2,0,0,1,3
2014,5612.89098,2,2,2,2,1,1,2,0,3,2,5,1,2,0,1,4,2,0,0,2,4
2014,3572.3915,2,2,2,2,2,1,4,2,3,1,3,1,2,0,1,4,2,0,0,2,1
2014,3302.07495,1,1,2,1,5,1,88,3,3,1,1,1,2,0,1,4,2,1,2,2,1
2014,2965.17995,2,3,2,3,5,1,88,3,3,1,5,1,1,1,1,3,1,0,0,2,1
2014,3933.11283,1,1,2,1,6,1,5,4,4,1,4,2,2,0,1,1,1,0,0,2,3
2014,2848.11957,2,1,2,1,7,1,88,1,2,2,3,1,3,5,1,4,2,0,0,2,1
2014,3488.4415,1,1,2,1,6,2,2,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2014,4106.92582,1,1,2,1,1,1,7,1,1,2,3,2,2,0,1,4,2,1,1,2,4
2014,2944.36098,1,1,2,1,5,1,4,1,2,3,3,2,2,0,1,4,2,0,0,2,3
2014,3203.88659,2,1,2,1,5,1,1,0,2,2,3,2,2,0,1,4,2,0,0,2,2
2014,3798.13424,1,1,2,1,1,1,7,1,3,2,3,2,2,0,1,4,2,1,1,2,4
2014,3204.08934,1,1,2,1,7,1,5,3,2,1,4,2,2,0,1,4,2,0,0,2,1
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,5498.58962,2,1,2,1,3,1,3,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3479.5845,1,1,2,1,6,2,7,1,3,2,4,1,2,0,1,4,2,0,0,2,5
2014,3496.26747,2,2,2,2,5,4,2,1,3,1,1,1,2,0,1,1,1,0,0,2,1
2014,4078.48307,1,1,2,1,3,1,1,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,3702.36401,1,1,2,1,1,1,6,1,3,1,3,1,2,0,1,4,2,1,1,1,3
2014,4543.23328,2,2,2,2,5,4,1,3,2,1,2,1,2,0,1,2,1,1,1,2,2
2014,4543.23328,2,2,2,2,5,4,1,3,2,1,4,1,2,0,1,1,1,1,2,2,1
2014,3011.12048,2,1,2,1,7,2,7,0,3,2,2,1,2,0,1,4,2,0,0,2,2
2014,3151.13127,2,3,2,3,4,3,88,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2014,5578.48267,1,2,2,2,1,1,5,1,3,3,4,2,2,0,2,5,3,0,0,2,4
2014,4474.01298,2,2,2,2,6,4,3,1,3,3,1,1,2,0,1,4,2,0,0,2,1
2014,3912.72719,1,1,2,1,1,1,2,0,2,2,3,2,2,0,1,1,1,0,0,2,1
2014,3673.25972,1,1,2,1,6,4,3,1,1,2,3,1,2,0,1,4,2,0,0,1,1
2014,4768.82945,1,1,2,1,4,1,2,2,3,1,4,2,1,3,1,2,1,1,1,2,3
2014,4768.82945,1,1,2,1,4,1,2,2,3,1,3,1,2,0,1,4,2,0,0,2,2
2014,2702.32063,2,1,2,1,7,4,5,1,2,2,4,1,2,0,1,4,2,0,0,2,1
2014,18768.88176,1,1,2,1,6,1,3,1,2,3,4,1,1,3,1,3,1,0,0,2,3
2014,3724.64953,2,2,2,2,5,5,3,2,3,1,1,1,1,2,1,2,1,1,2,1,1
2014,3918.46437,1,1,2,1,5,4,3,0,2,2,1,2,2,0,1,4,2,0,0,2,3
2014,3918.46437,1,1,2,1,5,4,3,0,2,2,1,1,2,0,1,4,2,0,0,2,3
2014,4735.08895,2,2,2,2,5,1,88,3,2,1,4,1,3,5,2,5,3,0,0,2,3
2014,3400.13423,1,1,2,1,6,1,88,1,3,2,4,1,1,4,1,3,1,1,2,2,3
2014,4122.36316,2,3,1,4,6,1,6,4,1,1,2,1,2,0,1,4,2,0,0,2,3
2014,4662.0199,1,1,2,1,4,1,6,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2014,3116.86589,2,1,2,1,6,4,5,3,2,1,1,1,2,0,1,4,2,0,0,2,3
2014,3775.68937,2,1,2,1,5,1,3,4,1,1,3,2,2,0,1,1,1,0,0,2,1
2014,2429.37708,1,1,2,1,7,1,5,1,2,3,4,1,1,1,1,3,1,0,0,2,5
2014,2429.37708,1,1,2,1,7,1,5,1,2,3,4,2,2,0,1,4,2,0,0,2,5
2014,3101.97514,2,1,2,1,6,4,2,0,3,2,2,2,2,0,1,3,1,1,2,2,2
2014,20383.92377,2,1,2,1,6,2,7,0,1,2,3,2,2,0,1,4,2,0,0,2,5
2014,5427.58471,1,2,2,2,4,1,88,2,3,1,5,1,1,1,1,2,1,1,1,2,3
2014,3307.11839,2,2,2,2,5,1,88,4,2,1,3,2,2,0,1,4,2,0,0,2,2
2014,3036.92194,2,1,2,1,1,1,5,1,2,3,3,1,2,0,1,4,2,0,0,2,4
2014,3036.92194,2,1,2,1,1,1,5,1,2,3,3,1,2,0,1,4,2,0,0,2,4
2014,3378.10052,1,1,2,1,6,5,1,1,2,2,2,2,2,0,1,4,2,0,0,2,1
2014,3760.56511,1,1,2,1,7,3,88,1,2,2,2,1,1,3,1,3,1,1,2,2,1
2014,3511.62581,2,2,2,2,4,1,1,4,3,1,3,1,3,5,1,4,2,0,0,2,1
2014,4403.67769,1,1,1,4,1,1,5,0,3,2,3,2,2,0,1,4,2,0,0,2,2
2014,4403.67769,1,1,1,4,1,1,5,0,3,2,3,2,2,0,1,4,2,1,1,2,4
2014,3164.26798,2,1,1,4,6,4,5,1,1,2,4,1,2,0,1,4,2,1,1,2,1
2014,3028.98241,1,1,2,1,7,2,3,1,3,2,6,1,2,0,1,4,2,0,0,2,3
2014,4334.67383,1,1,2,1,5,1,5,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,4334.67383,1,1,2,1,5,1,5,3,2,1,5,2,2,0,1,4,2,0,0,2,3
2014,5552.8252,1,1,1,4,4,1,4,3,2,1,4,1,2,0,1,4,2,1,2,2,3
2014,4268.03616,2,1,2,1,6,2,7,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2014,2758.08121,2,1,2,1,6,4,2,1,3,2,3,1,2,0,1,1,1,0,0,2,1
2014,2758.08121,2,1,2,1,6,4,2,1,3,2,3,1,2,0,1,1,1,0,0,2,1
2014,2758.08121,2,1,2,1,6,4,2,1,3,2,3,1,2,0,1,1,1,0,0,2,1
2014,3906.06508,1,1,2,1,2,1,7,1,2,2,3,2,2,0,1,4,2,1,1,2,4
2014,2551.89785,2,1,2,1,8,5,1,1,1,2,3,2,2,0,1,2,1,0,0,2,1
2014,2999.27099,2,1,2,1,7,3,5,3,2,1,3,2,2,0,1,4,2,0,0,2,1
2014,3302.87621,2,2,2,2,6,4,88,3,3,1,3,1,2,0,1,4,2,1,2,2,3
2014,3633.32032,2,1,2,1,5,1,88,5,1,1,4,2,1,3,1,3,1,0,0,2,3
2014,4031.11945,1,1,2,1,3,1,2,0,2,2,4,2,1,2,1,2,1,0,0,2,3
2014,5861.86987,1,1,2,1,3,1,88,4,2,1,5,1,2,0,1,2,1,1,2,1,3
2014,42257.83597,1,1,2,1,4,1,7,1,1,2,3,2,1,2,1,2,1,0,0,2,1
2014,33374.4002,1,1,2,1,6,2,88,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2014,4682.92384,1,1,1,4,4,1,6,4,3,1,4,1,1,1,1,2,1,0,0,2,3
2014,4682.92384,1,1,1,4,4,1,6,4,3,1,1,1,2,0,1,4,2,0,0,1,1
2014,3213.76952,2,1,2,1,6,1,4,1,2,2,3,1,2,0,1,4,2,0,0,2,3
2014,2840.89923,1,1,2,1,6,1,88,1,2,1,1,1,2,0,1,2,1,0,0,1,1
2014,2864.32705,2,1,2,1,6,4,88,0,1,2,5,3,2,0,1,4,2,0,0,2,3
2014,2558.13187,2,1,2,1,8,3,2,1,2,2,2,1,2,0,1,2,1,1,1,1,1
2014,3323.97669,1,1,2,1,6,2,5,0,2,3,3,2,2,0,1,4,2,0,0,2,3
2014,27355.13484,1,1,2,1,5,1,7,2,4,1,6,2,2,0,1,4,2,0,0,2,3
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,1,1,0,0,2,5
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,4,2,0,0,2,5
2014,3387.42537,1,2,2,2,6,4,3,1,3,3,4,2,2,0,1,4,2,0,0,2,5
2014,3565.27552,1,1,2,1,8,4,7,1,1,2,3,1,2,0,1,4,2,0,0,2,1
2014,2911.89035,1,1,1,4,7,2,1,2,4,2,4,1,1,1,1,2,1,0,0,2,3
2014,3034.77498,2,1,1,4,6,2,1,2,4,2,4,1,1,1,1,3,1,0,0,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,1,3,1,3,1,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,2,0,1,4,2,1,1,2,3
2014,2844.39864,1,1,2,1,7,1,88,1,1,1,4,1,2,0,1,4,2,1,1,2,3
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,5,1,2,0,1,4,2,0,0,2,1
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,4,2,2,0,1,4,2,0,0,2,1
2014,3039.9105,2,3,2,3,7,2,6,2,1,1,6,8,1,3,1,3,1,0,0,,5
2014,5227.4465,1,2,2,2,3,1,3,3,2,1,3,2,2,0,1,2,1,0,0,1,4
2014,3569.43928,1,1,2,1,6,1,88,5,1,1,4,2,3,5,1,4,2,0,0,2,1
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3309.40798,2,1,2,1,7,3,3,1,1,2,3,1,3,5,1,4,2,0,0,2,3
2014,3904.09074,1,1,2,1,7,1,4,1,1,2,1,8,2,0,1,4,2,1,2,2,2
2014,3527.3347,1,1,88,1,6,88,88,0,1,3,3,1,2,0,1,3,1,1,1,2,3
2014,4515.95768,2,1,1,4,5,1,7,1,1,2,1,1,2,0,1,4,2,1,2,2,2
2014,4063.36835,2,2,2,2,6,1,7,1,1,2,5,2,2,0,1,4,2,0,0,2,5
2014,3090.09664,2,1,2,1,6,2,4,0,1,2,2,2,1,3,1,3,1,0,0,2,1
2014,2964.47832,2,1,1,4,7,3,5,5,1,1,4,2,2,0,1,4,2,0,0,2,5
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,3038.56518,2,1,2,1,6,2,7,0,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,4616.9762,1,1,2,1,2,1,2,0,2,2,3,1,2,0,1,4,2,1,1,2,4
2014,2766.58124,1,1,2,1,5,2,7,1,2,3,4,2,2,0,1,4,2,0,0,2,4
2014,6475.12321,2,1,2,1,4,1,88,1,1,2,4,2,1,2,1,3,1,0,0,2,1
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,2,5,3,0,0,2,4
2014,4205.13477,1,1,2,1,1,1,7,5,1,1,3,2,2,0,1,4,2,1,1,2,4
2014,5743.23283,1,1,1,4,5,1,88,1,1,2,4,1,3,5,1,4,2,0,0,2,1
2014,3700.97233,2,2,2,2,7,5,88,5,1,1,6,2,3,5,2,5,3,0,0,2,3
2014,3618.80666,1,1,2,1,5,1,5,0,1,2,4,2,2,0,1,4,2,1,2,2,3
2014,3275.01164,2,1,2,1,5,1,6,3,2,1,4,2,3,5,2,5,3,0,0,2,1
2014,4399.17706,2,1,2,1,2,1,7,2,4,2,2,1,2,0,1,4,2,1,1,2,1
2014,3354.42406,1,1,2,1,5,2,5,1,1,2,4,1,3,5,1,4,2,0,0,2,3
2014,3608.38809,2,1,2,1,4,1,4,1,2,1,1,1,1,1,1,3,1,0,0,2,1
2014,2920.66151,1,1,2,1,5,1,2,1,3,3,4,2,3,5,1,4,2,0,0,2,3
2014,2825.36059,2,1,2,1,8,4,2,1,1,2,4,1,2,0,2,5,3,0,0,2,3
2014,1412.29807,2,1,2,1,5,5,1,0,3,2,1,1,2,0,1,2,1,1,2,2,1
2014,1479.39396,1,1,2,1,5,2,4,0,4,3,3,3,2,0,1,4,2,0,0,2,5
2014,1926.264,1,1,2,1,1,1,4,0,3,2,6,1,2,0,1,2,1,1,2,2,3
2014,1605.34647,2,2,2,2,2,1,3,3,3,1,2,2,2,0,2,5,3,0,0,2,1
2014,1430.82863,2,1,2,1,7,2,7,0,3,2,4,1,2,0,1,4,2,0,0,2,1
2014,1213.78776,2,1,2,1,8,3,88,1,2,2,2,1,2,0,1,4,2,0,0,2,5
2014,1269.24149,1,1,2,1,8,2,88,2,3,1,4,2,3,5,1,4,2,0,0,2,3
2014,2066.67211,1,1,2,1,3,1,7,1,3,2,4,1,2,0,1,4,2,0,0,2,3
2014,1581.70948,1,1,2,1,5,2,88,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,4,2,1,1,2,1
2014,1415.34958,2,2,2,2,5,5,5,0,3,2,1,1,2,0,1,2,1,1,1,2,1
2014,1652.96824,1,1,2,1,4,2,5,1,1,2,4,2,1,1,1,3,1,0,0,2,3
2014,11604.4038,1,1,2,1,7,2,3,0,3,2,3,1,3,5,1,4,2,0,0,2,1
2014,1168.4532,1,1,1,4,6,2,4,1,3,3,2,2,3,5,1,4,2,0,0,2,1
2014,1144.20843,2,1,1,4,6,2,4,1,3,3,5,1,1,1,1,3,1,0,0,2,3
2014,1217.25195,2,1,2,1,6,4,2,1,3,3,3,1,1,2,1,3,1,0,0,2,1
2014,1425.99465,1,1,2,1,6,4,88,0,3,2,3,1,1,1,1,3,1,0,0,2,3
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1623.92856,1,1,2,1,5,3,88,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2014,1497.24852,2,1,2,1,5,2,88,3,1,1,3,1,2,0,1,4,2,0,0,2,1
2014,1600.89546,1,1,1,4,6,2,5,5,3,1,4,1,1,1,1,2,1,1,2,2,1
2014,1231.37855,2,1,2,1,7,3,88,3,3,1,4,1,2,0,1,4,2,0,0,2,1
2014,2299.28526,2,1,1,4,2,1,4,5,3,1,3,2,2,0,1,4,2,1,2,2,3
2014,1390.73017,2,2,2,2,4,5,1,4,3,1,3,1,2,0,1,1,1,1,1,1,1
2014,1384.55224,2,1,2,1,5,1,3,0,3,3,2,2,2,0,1,4,2,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,2,1
2014,1404.40178,2,1,2,1,5,1,5,4,3,1,1,1,1,1,1,3,1,0,0,1,2
2014,1299.47026,1,1,2,1,7,2,6,0,3,2,5,2,2,0,1,4,2,0,0,2,1
2014,1530.06524,2,3,1,4,5,2,5,1,4,2,4,2,2,0,1,2,1,0,0,2,3
2014,1780.64355,2,3,1,4,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2014,1858.11113,1,1,2,1,4,1,88,2,4,2,4,1,1,4,1,3,1,1,2,2,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,1,1
2014,1314.63161,2,1,2,1,7,4,2,2,4,2,2,2,2,0,1,4,2,0,0,2,1
2014,9608.86212,1,3,88,3,6,1,7,2,4,1,4,2,2,0,1,4,2,0,0,2,3
2014,1909.27426,2,2,2,2,5,1,3,2,4,1,4,1,2,0,1,4,2,0,0,2,1
2014,1769.37921,2,2,2,2,6,1,7,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2014,2412.39805,1,2,2,2,3,1,5,5,4,1,4,1,1,2,1,2,1,0,0,2,4
2014,1313.54926,2,1,2,1,7,2,7,1,4,2,4,2,2,0,2,5,3,0,0,2,3
2014,1911.08065,1,1,2,1,1,1,6,1,4,2,3,2,1,2,1,3,1,0,0,2,4
2014,1452.80661,1,1,2,1,6,2,5,3,4,1,4,2,3,5,1,4,2,0,0,2,1
2014,1535.07491,1,1,1,4,6,2,88,1,4,1,2,2,2,0,1,4,2,0,0,2,1
2014,1738.90455,1,1,2,1,6,1,88,2,2,1,3,2,2,0,1,4,2,0,0,2,3
2014,2191.70576,2,2,2,2,5,1,88,1,1,1,6,2,2,0,2,5,3,0,0,2,5
2014,2191.70576,2,2,2,2,5,1,88,1,1,1,1,1,2,0,1,4,2,0,0,2,1
2014,1474.5175,1,1,2,1,3,1,1,1,2,1,4,2,2,0,1,4,2,0,0,2,2
2014,1474.5175,1,1,2,1,3,1,1,1,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,1474.5175,1,1,2,1,3,1,1,1,2,1,4,2,2,0,1,4,2,0,0,2,2
2014,1474.5175,1,1,2,1,3,1,1,1,2,1,2,2,1,2,1,3,1,1,2,2,1
2014,4738.18493,2,2,2,2,2,1,6,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2014,1495.42074,1,1,2,1,6,2,7,1,2,2,5,2,2,0,1,4,2,0,0,2,1
2014,1450.40753,1,1,2,1,5,1,3,3,3,1,4,1,3,5,1,4,2,0,0,2,1
2014,1347.46302,2,1,2,1,7,2,6,1,2,2,2,1,1,2,1,3,1,1,2,1,1
2014,1482.755,1,1,2,1,7,2,6,1,2,2,2,1,1,2,1,3,1,0,0,2,1
2014,2103.37921,1,1,2,1,2,1,6,1,2,2,2,1,2,0,1,2,1,0,0,2,1
2014,1373.49145,1,1,2,1,7,1,88,0,1,2,3,2,2,0,1,4,2,0,0,2,2
2014,1625.40061,1,1,2,1,5,1,3,3,3,1,1,2,2,0,1,4,2,0,0,2,1
2014,1740.30529,2,1,2,1,2,2,5,0,2,3,1,2,1,2,1,3,1,1,1,2,1
2014,1438.96819,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2014,1438.96819,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2014,1438.96819,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2014,1438.96819,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2014,1438.96819,1,1,1,4,6,2,6,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2014,1465.69592,1,1,2,1,1,1,6,1,2,3,2,2,2,0,1,4,2,1,1,2,1
2014,1465.69592,1,1,2,1,1,1,6,1,2,3,2,2,2,0,1,4,2,1,1,2,1
2014,1465.69592,1,1,2,1,1,1,6,1,2,3,2,2,2,0,1,4,2,0,0,2,1
2014,1878.51847,2,1,2,1,1,1,2,0,3,3,4,2,2,0,2,5,3,0,0,2,4
2014,1682.45995,1,1,2,1,1,1,2,0,3,3,2,1,2,0,1,4,2,1,2,1,1
2014,1398.89586,2,1,2,1,4,4,1,1,2,3,3,2,1,2,1,2,1,0,0,2,1
2014,1315.23393,2,1,2,1,6,2,7,3,2,1,4,1,1,3,1,3,1,0,0,2,3
2014,1338.18675,2,3,1,4,6,5,2,1,3,2,1,1,2,0,1,3,1,1,2,1,1
2014,2573.9093,2,1,2,1,1,1,6,0,2,2,2,2,2,0,1,4,2,0,0,2,1
2014,2504.69368,1,1,2,1,3,1,6,0,2,2,4,2,2,0,1,4,2,0,0,2,2
2014,14090.83472,2,2,1,4,4,1,4,3,4,1,3,2,2,0,1,1,1,0,0,1,3
2014,1255.06407,2,3,2,3,1,1,3,0,2,3,3,2,2,0,1,4,2,1,2,2,4
2014,1553.3924,2,1,2,1,7,2,88,0,2,3,4,1,1,1,1,3,1,0,0,2,3
2014,2117.73192,2,1,2,1,1,1,6,1,3,1,4,2,2,0,1,4,2,0,0,2,4
2014,2117.73192,2,1,2,1,1,1,6,1,3,1,6,2,2,0,1,4,2,0,0,2,4
2014,2117.73192,2,1,2,1,1,1,6,1,3,1,6,2,2,0,1,4,2,0,0,2,4
2014,1614.69761,1,1,2,1,5,2,7,5,1,1,4,2,2,0,1,2,1,0,0,2,3
2014,1488.97758,1,3,2,3,5,1,7,5,1,1,4,2,3,5,1,4,2,0,0,2,3
2014,1488.97758,1,3,2,3,5,1,7,5,1,1,4,1,1,3,1,1,1,1,1,1,1
2014,1454.14786,1,1,1,4,6,2,7,0,1,2,3,2,2,0,1,4,2,1,2,2,4
2014,1454.14786,1,1,1,4,6,2,7,0,1,2,3,2,2,0,1,4,2,1,2,2,4
2014,1454.14786,1,1,1,4,6,2,7,0,1,2,3,2,2,0,1,4,2,1,2,2,4
2014,1454.14786,1,1,1,4,6,2,7,0,1,2,3,2,2,0,1,4,2,1,2,2,4
2014,1400.08465,1,1,2,1,7,5,88,0,1,2,1,1,2,0,1,4,2,0,0,2,1
2014,9457.59318,1,1,2,1,6,2,5,1,2,2,2,1,2,0,1,4,2,1,2,2,1
2014,19870.0079,2,2,2,2,5,2,5,1,2,2,2,1,2,0,1,4,2,0,0,1,1
2014,3346.11465,2,1,2,1,5,1,4,5,2,1,4,2,2,0,1,4,2,0,0,2,3
2014,3134.16541,2,1,2,1,7,2,88,0,2,2,4,1,2,0,1,4,2,0,0,2,3
2014,3137.54887,2,1,2,1,7,2,88,0,3,2,3,1,2,0,1,4,2,0,0,1,4
2014,3197.6597,2,1,2,1,7,2,88,1,3,2,3,2,1,3,1,3,1,0,0,2,3
2014,3164.41849,1,1,2,1,6,2,7,1,2,2,4,1,3,5,1,4,2,0,0,2,4
2014,3114.17543,1,1,2,1,6,1,7,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2014,3620.49565,1,1,2,1,6,2,5,1,2,2,3,2,3,5,1,4,2,0,0,2,2
2014,2908.90059,2,3,1,4,5,4,3,1,2,2,1,1,2,0,1,4,2,0,0,1,2
2014,2908.90059,2,3,1,4,5,4,3,1,2,2,1,1,2,0,1,4,2,0,0,1,2
2014,2895.96928,2,1,1,4,8,4,2,2,3,1,4,1,1,3,1,3,1,1,2,2,2
2014,4534.23865,1,1,2,1,4,2,6,2,2,1,4,1,1,1,1,2,1,0,0,2,5
2014,3019.49933,1,1,2,1,7,5,88,1,3,1,4,1,3,5,2,5,3,0,0,2,3
2014,4642.77824,1,1,2,1,3,1,88,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2014,4428.28064,1,1,2,1,5,1,88,1,2,2,4,1,1,2,1,3,1,0,0,2,3
2014,2924.84587,2,1,2,1,5,1,5,2,3,1,3,2,2,0,1,1,1,0,0,2,2
2014,3580.76066,2,1,2,1,1,1,3,2,4,1,3,2,1,3,1,3,1,0,0,2,5
2014,2930.48858,2,1,2,1,5,1,3,1,4,3,3,2,2,0,1,4,2,1,1,2,1
2014,2930.48858,2,1,2,1,5,1,3,1,4,3,3,2,2,0,1,4,2,0,0,2,1
2014,5049.44939,2,1,2,1,3,2,3,1,4,3,3,2,2,0,1,4,2,1,1,2,1
2014,3831.71121,2,1,1,4,4,1,2,3,3,1,2,1,2,0,1,2,1,0,0,2,2
2014,3496.06965,2,1,2,1,5,2,4,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2014,2755.60386,2,1,2,1,5,1,4,1,2,1,1,1,2,0,1,2,1,0,0,1,1
2014,3352.77384,2,1,1,4,7,4,88,2,3,1,3,1,2,0,1,2,1,0,0,2,1
2014,4032.24634,1,2,2,2,5,1,5,1,3,1,1,2,2,0,1,4,2,0,0,2,3
2014,3266.61724,1,1,2,1,7,2,7,0,4,3,4,1,2,0,1,4,2,0,0,2,3
